"Date","Event"
"5/10/2373","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/2374","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/2374","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/2374","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2374","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/2374","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2374","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2374","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/2375","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/2375","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/2375","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2375","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2375","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/2375","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2375","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/2375","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/2376","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2376","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2376","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2376","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2376","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2376","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2376","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2377","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/2377","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2377","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2377","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2377","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2377","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2377","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/2378","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/2378","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2378","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2378","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2378","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2378","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2378","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/2379","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/2379","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/2379","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2379","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/2379","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2379","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/2379","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/2380","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/26/2380","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/2380","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2380","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2380","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/2380","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2380","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/2380","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/2381","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2381","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/2381","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2381","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2381","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2381","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/2381","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/2381","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2382","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/2382","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2382","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2382","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2382","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2382","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2382","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2383","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/2383","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2383","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2383","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2383","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2383","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2383","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/2384","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/23/2384","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/2384","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2384","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/2384","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2384","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/2384","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/2385","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/2385","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/2385","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2385","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/2385","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2385","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2385","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/2386","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/2386","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/2386","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2386","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2386","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/2386","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2386","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/2386","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/2387","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2387","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/2387","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2387","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2387","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2387","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/2387","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/2387","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2388","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/25/2388","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2388","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2388","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2388","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2388","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2388","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/2389","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/2389","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2389","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2389","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2389","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2389","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2389","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/2390","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/2390","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/2390","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2390","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/2390","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2390","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/2390","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/2391","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/2391","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/2391","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2391","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/2391","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2391","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2391","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/2392","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/2392","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/2392","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2392","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2392","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2392","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/2392","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/2392","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2393","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/2393","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2393","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2393","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2393","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2393","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2393","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2394","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/2394","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2394","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2394","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2394","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2394","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2394","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/2395","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/2395","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2395","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2395","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2395","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2395","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2395","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/2396","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/22/2396","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/2396","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2396","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/2396","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2396","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2396","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/2397","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/2397","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/2397","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2397","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2397","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/2397","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2397","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/2397","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/2398","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2398","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/2398","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2398","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2398","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2398","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/2398","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/2398","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2399","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/2399","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2399","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2399","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2399","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2399","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2399","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2400","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/24/2400","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2400","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2400","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2400","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2400","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2400","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/2401","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/2401","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/2401","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2401","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/2401","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2401","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/2401","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/2402","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/2402","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/2402","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2402","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/2402","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2402","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2402","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/2403","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/2403","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/2403","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2403","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2403","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/2403","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2403","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/2403","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/2404","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2404","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2404","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2404","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2404","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2404","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2404","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2405","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/2405","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2405","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2405","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2405","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2405","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2405","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/2406","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/2406","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2406","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2406","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2406","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2406","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2406","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/2407","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/2407","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/2407","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2407","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/2407","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2407","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/2407","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/2408","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/26/2408","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/2408","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2408","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2408","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/2408","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2408","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/2408","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/2409","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2409","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/2409","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2409","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2409","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2409","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/2409","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/2409","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2410","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/2410","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2410","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2410","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2410","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2410","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2410","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2411","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/2411","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2411","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2411","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2411","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2411","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2411","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/2412","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/23/2412","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/2412","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2412","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/2412","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2412","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/2412","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/2413","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/2413","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/2413","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2413","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/2413","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2413","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2413","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/2414","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/2414","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/2414","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2414","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2414","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/2414","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2414","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/2414","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/2415","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2415","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/2415","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2415","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2415","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2415","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/2415","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/2415","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2416","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/25/2416","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2416","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2416","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2416","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2416","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2416","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/2417","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/2417","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2417","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2417","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2417","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2417","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2417","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/2418","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/2418","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/2418","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2418","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/2418","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2418","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/2418","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/2419","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/2419","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/2419","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2419","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/2419","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2419","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2419","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/2420","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/2420","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/2420","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2420","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2420","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2420","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/2420","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/2420","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2421","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/2421","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2421","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2421","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2421","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2421","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2421","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2422","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/2422","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2422","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2422","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2422","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2422","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2422","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/2423","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/2423","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2423","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2423","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2423","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2423","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2423","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/2424","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/22/2424","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/2424","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2424","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/2424","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2424","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2424","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/2425","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/2425","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/2425","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2425","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2425","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/2425","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2425","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/2425","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/2426","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2426","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/2426","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2426","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2426","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2426","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/2426","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/2426","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2427","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/2427","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2427","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2427","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2427","North America - United States - State holiday - Confederate Memorial Day - Monday"
